,epoch,train_loss,train_acc
0,1,0.7476830534313036,0.478623623077762
1,2,0.6784817187682443,0.5294470498418584
2,3,0.6764131577118583,0.5498963900098157
3,4,0.6632460718569548,0.573617624604646
4,5,0.6495760912480562,0.5813611080815793
5,6,0.6340033619300179,0.588013960082888
6,7,0.6190742863261182,0.6027374850038172
7,8,0.5996405572994895,0.6205147780564947
8,9,0.580019279666569,0.6362744028792671
9,10,0.5626492785370868,0.6554149852764751
10,11,0.5404395448124927,0.6735739993456211
11,12,0.5236558227435403,0.6849165666921148
12,13,0.5041197033032127,0.7017668229905115
13,14,0.4858259908531023,0.7162176900425347
14,15,0.4696767692980559,0.7279419784054968
15,16,0.4532248345406159,0.7401025193587087
16,17,0.43979459677053534,0.7514996182789835
17,18,0.4214831117702567,0.7642054749700077
18,19,0.40845119046128314,0.7693314429054422
