,epoch,train_loss,train_acc
0,1,0.7374071478843689,0.45495692005671284
1,2,0.6842428679051606,0.4943287163267532
2,3,0.6874477034029753,0.47616970225760713
3,4,0.6794074670128201,0.522139818955175
4,5,0.6662107084108435,0.5473879376158796
5,6,0.6550549476043038,0.5618933362416839
6,7,0.6414955750755642,0.5782528083760498
7,8,0.6255488654841548,0.594503217362853
8,9,0.6088443657626277,0.6094448685789072
9,10,0.5900954357955767,0.6243865197949613
10,11,0.5738681865775067,0.6349656451085178
11,12,0.556224859279135,0.6440724179299815
12,13,0.5401211899259816,0.6530701276038826
13,14,0.5226741977359938,0.6611953320972843
14,15,0.510032278040181,0.6681208419674992
15,16,0.4929174314374509,0.676518704329807
16,17,0.4789428542489591,0.6837714036427092
17,18,0.4634281189545341,0.6914058239720798
18,19,0.448154342563256,0.7011669756789181
19,20,0.4345941012320311,0.7096739011887883
