,epoch,train_loss,train_acc
0,1,0.6916863463141701,0.38941834776579104
1,2,0.6755430649627339,0.5443374776256591
2,3,0.6680978081443093,0.5753471046393498
3,4,0.6571975800124081,0.5645429184203312
4,5,0.6507291040637276,0.5777982036024705
5,6,0.6440962547605688,0.5871994581781239
6,7,0.6354061739011244,0.5739280473449115
7,8,0.6259130093184384,0.5954074145743634
8,9,0.6169028981165452,0.6095012336123071
9,10,0.6082021886652166,0.6086788254075758
10,11,0.5954335754567927,0.6106945317917211
11,12,0.5836869375272231,0.6329963072259043
12,13,0.5720961819995534,0.6385112798929257
13,14,0.561034681038423,0.6508957799171141
