,epoch,train_loss,train_acc
0,1,0.6874945299191908,0.3790173028236015
1,2,0.6680097926746715,0.5422733942882944
2,3,0.6573369855230505,0.5635431280537951
3,4,0.647970866615122,0.5712028123135472
4,5,0.6377800285816193,0.578652863109348
5,6,0.6262856781482696,0.5926176769387064
6,7,0.6143810656937686,0.6078402915517714
7,8,0.6030895812944932,0.6207085611081548
8,9,0.588730697740208,0.630383951752052
9,10,0.5734346080910075,0.6420589231290214
10,11,0.5595382798801769,0.6507990260106752
11,12,0.544876445423473,0.663409285149888
12,13,0.5293733109127391,0.6730524244916388
13,14,0.5171425900676033,0.6807927370067567
14,15,0.5016852340914987,0.6905971328592392
15,16,0.49001132981343704,0.6996436231112831
16,17,0.47645178545605055,0.7080128360182543
17,18,0.4650512543591586,0.7163336719720058
18,19,0.45270890268412506,0.7250092722493671
19,20,0.4419316820122979,0.7310886427039491
