,epoch,train_loss,train_acc
0,1,0.7293786630034447,0.4551549982584465
1,2,0.6880155615508556,0.4618599791013584
2,3,0.6891573444008827,0.466997561825148
3,4,0.6865154094994068,0.46778126088470917
4,5,0.6848740801215172,0.46812957157784746
5,6,0.6843233928084373,0.46839080459770116
6,7,0.682707317173481,0.468216649251132
7,8,0.6833784654736519,0.46839080459770116
8,9,0.6807879768311977,0.4676941832114246
9,10,0.6790620945394039,0.4827586206896552
10,11,0.6780485846102238,0.4952978056426332
11,12,0.6762906573712826,0.5077499129223267
12,13,0.6762348935008049,0.5110588645071403
13,14,0.6734254993498325,0.5164576802507836
14,15,0.6726522631943226,0.5163706025774991
15,16,0.6705278344452381,0.5108847091605713
16,17,0.6702312082052231,0.5174155346569139
17,18,0.6696852073073387,0.5251654475792407
18,19,0.668513648211956,0.525513758272379
19,20,0.6679874174296856,0.5261233019853709
