,epoch,train_loss,train_acc
0,1,0.7017969004809856,0.45628700801114597
1,2,0.6575409322977066,0.568617206548241
2,3,0.6315754391252995,0.5863810518982933
3,4,0.6065210830420256,0.6175548589341693
4,5,0.5808954201638699,0.6394984326018809
5,6,0.5583969913423061,0.6568268895855103
6,7,0.5364742074161768,0.6676245210727969
7,8,0.5162056926637888,0.6848659003831418
8,9,0.49789965339004993,0.696360153256705
9,10,0.48014519549906254,0.7135144548937652
10,11,0.463346965610981,0.720045280390108
11,12,0.44662816636264324,0.7354580285614768
12,13,0.43431590124964714,0.7416405433646813
13,14,0.42084038630127907,0.7498258446534308
14,15,0.40797826275229454,0.7583594566353187
15,16,0.39652361534535885,0.764367816091954
16,17,0.38696477469056845,0.7721177290142808
17,18,0.3755236743018031,0.7762103796586555
