,epoch,train_loss,train_acc
0,1,0.6144172719546727,0.6943121322499299
1,2,0.5724229514598846,0.7259736620902214
2,3,0.5580423069851739,0.7259736620902214
3,4,0.5466058062655585,0.7268142336789016
4,5,0.5383546458823341,0.7242925189128607
5,6,0.5322515730346952,0.7293359484449425
6,7,0.5304769447871617,0.7284953768562623
7,8,0.5272857142346246,0.7326982347996638
8,9,0.5240684577396938,0.7340991874474643
9,10,0.5210539783750262,0.7380218548613057
10,11,0.5203857187713895,0.7340991874474643
11,12,0.5143264340502876,0.7411039506864668
12,13,0.511672026344708,0.741664331745587
13,14,0.5088065266609192,0.7450266181003082
14,15,0.5037754369633538,0.752591762398431
15,16,0.5020505211183003,0.7545530961053516
16,17,0.4989801474979946,0.7567946203418324
