,epoch,train_loss,train_acc
0,1,0.7372293919324875,0.5353510295212106
1,2,0.6675831228494644,0.6948647978169189
2,3,0.6540611386299133,0.6869263210121558
3,4,0.6506191790103912,0.6899032498139419
4,5,0.6518286019563675,0.6903994046142397
5,6,0.6521060019731522,0.691391714214835
6,7,0.6518404632806778,0.691391714214835
7,8,0.6524701416492462,0.6916397916149839
8,9,0.651062086224556,0.6906474820143885
9,10,0.6503249257802963,0.6911436368146862
10,11,0.6478167772293091,0.6903994046142397
11,12,0.6476354598999023,0.6906474820143885
12,13,0.647410124540329,0.6903994046142397
13,14,0.645303800702095,0.6908955594145373
14,15,0.6465368717908859,0.6906474820143885
15,16,0.646352082490921,0.691391714214835
16,17,0.6452560573816299,0.6908955594145373
17,18,0.6441317945718765,0.6908955594145373
18,19,0.6440249532461166,0.6918878690151328
