,epoch,train_loss,train_acc
0,1,0.728685587644577,0.5584222277350533
1,2,0.6584808528423309,0.7119821384271893
2,3,0.634381115436554,0.7201686926321013
3,4,0.61598239839077,0.7410071942446043
4,5,0.5995316654443741,0.7278590920367155
5,6,0.5853061228990555,0.6975936492185562
6,7,0.5716920122504234,0.6943686430166212
7,8,0.5564703270792961,0.70106673282064
8,9,0.5437757149338722,0.7161994542297196
9,10,0.5273827910423279,0.7246340858347805
10,11,0.5153690278530121,0.7343091044405855
11,12,0.5055371150374413,0.7424956586454974
12,13,0.49758418649435043,0.749689903249814
13,14,0.48528893291950226,0.7558918382535351
14,15,0.47733937203884125,0.7591168444554701
15,16,0.4671478420495987,0.760853386256512
16,17,0.4598631486296654,0.7603572314562144
