,epoch,train_loss,train_acc
0,1,10.252641677856445,0.4310392867093898
1,2,7.713016510009766,0.4310392867093898
2,3,5.215085506439209,0.4313179158539983
3,4,2.918433427810669,0.4352187238785177
4,5,1.5281730890274048,0.48509334076344385
5,6,2.0547852516174316,0.5427695736974087
6,7,2.8836746215820312,0.5611590972415714
7,8,3.393329620361328,0.5645026469768738
8,9,3.392737865447998,0.5572582892170521
9,10,2.972827434539795,0.56143772638618
10,11,2.5138111114501953,0.5516857063248816
11,12,1.9160398244857788,0.5436054611312343
12,13,1.5125505924224854,0.5149066592365561
13,14,1.4752479791641235,0.46921147952075787
14,15,1.691664695739746,0.46698244636388964
15,16,1.9825763702392578,0.4463638896628587
16,17,2.161593198776245,0.44413485650599055
17,18,2.094766855239868,0.4460852605182502
18,19,1.964597225189209,0.44218445249373084
19,20,1.6514558792114258,0.46029534689328505
