,epoch,train_loss,train_acc
0,1,0.7034809834816876,0.6036758356975453
1,2,0.6769244881237254,0.6204514616997656
2,3,0.6678974628448486,0.6294560256568398
3,4,0.656458276159623,0.6261255704946342
4,5,0.6511896427939919,0.6199580609349945
5,6,0.6446634005097782,0.6237819168619712
6,7,0.6391022030045005,0.6251387689650919
7,8,0.6359422908109778,0.6242753176267424
8,9,0.6323209580253152,0.6248920685827063
9,10,0.6284947675817153,0.6332798815838164
10,11,0.6273137821870691,0.6279758233625262
11,12,0.6233396284720477,0.6341433329221661
12,13,0.6212448267375722,0.6327864808190453
13,14,0.619339760612039,0.6346367336869372
14,15,0.6149164929109461,0.6403108424818058
15,16,0.6135372835047105,0.6415443443937338
16,17,0.6112759078250212,0.6443813987911682
17,18,0.6079825793995577,0.6463550018502529
