,epoch,train_loss,train_acc
0,1,0.7023613367761884,0.3838610254973382
1,2,0.6579368965966361,0.7595965256374334
2,3,0.6333232607160296,0.7652003362286355
3,4,0.6108847303049905,0.7685626225833567
4,5,0.5864071718284062,0.7769683384701597
5,6,0.5663788318634033,0.7786494816475203
6,7,0.5457964496953147,0.7797702437657608
7,8,0.5285769999027252,0.788736340711684
8,9,0.5142970553466252,0.7951807228915663
9,10,0.5037408918142319,0.7979826281871673
10,11,0.49094997559274944,0.8013449145418885
11,12,0.48139658144542147,0.8066685346035304
12,13,0.4683332123926708,0.8063883440739703
13,14,0.4610724662031446,0.8145138694312132
14,15,0.4519119603293283,0.813953488372093
15,16,0.4447653272322246,0.8170355841972541
16,17,0.43515126194272724,0.824880919024937
17,18,0.4297123636518206,0.8209582516110956
18,19,0.42158649223191397,0.8268422527318576
