pathogen,checkpoint,model size,mode,epoch,train_loss,train_acc
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,16,0.3965236153453588,0.764367816091954
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,17,0.3869647746905684,0.7721177290142808
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,18,0.3755236743018031,0.7762103796586555
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,1,0.6881771646440029,0.4721351445489377
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,2,0.6426538527011871,0.584204110066179
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,3,0.6116579249501228,0.6187739463601533
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,4,0.5829421877861023,0.6424590734935562
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,5,0.5565763395279646,0.665186346220829
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,6,0.5313740111887455,0.6819923371647509
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,7,0.5099596790969372,0.6972309299895507
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,8,0.4900542609393596,0.7115987460815048
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,9,0.4692876795306802,0.7234413096482062
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,10,0.4540541218593716,0.7325844653430861
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,11,0.4382021790370345,0.7468652037617555
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,12,0.4212895464152097,0.7565308254963428
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,13,0.4069765657186508,0.7672413793103449
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,14,0.3913486385717988,0.7797805642633229
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,15,0.3805738748051226,0.7863984674329502
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,16,0.3694354007020592,0.797370254266806
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,17,0.3561769416555762,0.8068617206548241
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,18,0.3461924404837191,0.8134796238244514
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,19,0.3349503236822784,0.8175722744688262
Pasteurellaceae,esm2_t30_150M_UR50D,150M,base,20,0.3265867964364588,0.8237547892720306
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,1,0.7293786630034447,0.4551549982584465
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,2,0.6880155615508556,0.4618599791013584
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,3,0.6891573444008827,0.466997561825148
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,4,0.6865154094994068,0.4677812608847091
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,5,0.6848740801215172,0.4681295715778474
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,6,0.6843233928084373,0.4683908045977011
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,7,0.682707317173481,0.468216649251132
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,8,0.6833784654736519,0.4683908045977011
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,9,0.6807879768311977,0.4676941832114246
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,10,0.6790620945394039,0.4827586206896552
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,11,0.6780485846102238,0.4952978056426332
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,12,0.6762906573712826,0.5077499129223267
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,13,0.6762348935008049,0.5110588645071403
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,14,0.6734254993498325,0.5164576802507836
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,15,0.6726522631943226,0.5163706025774991
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,16,0.6705278344452381,0.5108847091605713
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,17,0.6702312082052231,0.5174155346569139
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,18,0.6696852073073387,0.5251654475792407
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,19,0.668513648211956,0.525513758272379
Pasteurellaceae,esm2_t30_150M_UR50D,150M,full,20,0.6679874174296856,0.5261233019853709
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,1,0.7161542326211929,0.4571577847439916
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,1,0.6945715509355068,0.4557645419714385
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,2,0.6595154292881489,0.5480668756530825
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,3,0.6363737992942333,0.607889237199582
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,4,0.6153797879815102,0.634622082897945
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,5,0.5951804891228676,0.662748171368861
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,6,0.5766810476779938,0.6762452107279694
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,7,0.5594386421144009,0.6904388714733543
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,8,0.5439154002815485,0.7009752699407872
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,9,0.5307203941047192,0.706461163357715
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,10,0.5193714182823896,0.7145593869731801
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,11,0.5074279028922319,0.7196969696969697
Pasteurellaceae,esm2_t6_8M_UR50D,8M,base,12,0.4953782651573419,0.7290142807384187
Pasteurellaceae,esm2_t12_35M_UR50D,35M,base,1,0.6937420479953289,0.4596830372692441
Pasteurellaceae,esm2_t12_35M_UR50D,35M,full,1,0.7064404673874378,0.4547196098920237
Pasteurellaceae,esm2_t12_35M_UR50D,35M,full,2,0.6813772954046726,0.4852838732149077
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,1,0.71281778216362,0.4557692307692307
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,2,0.6791344225406647,0.386826923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,3,0.6686379253864289,0.5158653846153847
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,4,0.65573171377182,0.536923076923077
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,5,0.6404586970806122,0.5725961538461538
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,6,0.6248247027397156,0.6104807692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,7,0.6096065044403076,0.6248076923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,8,0.5950707703828811,0.6423076923076924
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,9,0.5800685673952103,0.6592307692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,10,0.5650706768035889,0.6729807692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,11,0.5533169567584991,0.6805769230769231
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,12,0.5397874295711518,0.6986538461538462
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,13,0.5308862388134002,0.7063461538461538
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,14,0.51920225918293,0.7192307692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,15,0.5107559084892273,0.7221153846153846
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,16,0.5008802562952042,0.7307692307692307
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,17,0.4911373913288116,0.7308653846153846
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,18,0.4860308736562729,0.7356730769230769
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,19,0.4790064662694931,0.7404807692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,LoRA,20,0.4709907233715057,0.7472115384615384
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,1,0.7126330256462097,0.4854807692307692
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,2,0.6653590381145478,0.4440384615384615
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,3,0.6435305774211884,0.5542307692307692
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,4,0.6190472662448883,0.603173076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,5,0.5929507583379745,0.6426923076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,6,0.5700508773326873,0.6739423076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,7,0.5500438243150712,0.6864423076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,8,0.5300159275531768,0.7059615384615384
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,9,0.5103102892637252,0.7215384615384616
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,10,0.4946720600128174,0.7338461538461538
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,11,0.4796069592237472,0.7413461538461539
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,12,0.4670501559972763,0.7531730769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,13,0.4562564238905907,0.7616346153846154
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,14,0.4441472887992859,0.7610576923076923
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,15,0.4341931894421577,0.7707692307692308
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,16,0.4244464322924614,0.7723076923076924
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,17,0.4149007081985473,0.7777884615384615
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,18,0.4074051409959793,0.7871153846153847
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,19,0.3983628451824188,0.7882692307692307
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,LoRA,20,0.3938366115093231,0.7933653846153846
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,LoRA,1,0.7262954175472259,0.47375
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,LoRA,2,0.6685609936714172,0.4170192307692307
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,LoRA,3,0.6508188307285309,0.5395192307692308
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,1,0.7003925859928131,0.4372115384615385
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,2,0.664490932226181,0.470576923076923
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,3,0.6423727512359619,0.59
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,4,0.6210902452468872,0.6251923076923077
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,5,0.5958865106105804,0.6341346153846154
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,6,0.5738791257143021,0.6616346153846154
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,7,0.5524431109428406,0.6759615384615385
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,8,0.535621777176857,0.691923076923077
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,9,0.5174980580806732,0.7034615384615385
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,10,0.504090815782547,0.713173076923077
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,11,0.4922079980373383,0.7189423076923077
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,12,0.4795623302459716,0.7273076923076923
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,13,0.468731427192688,0.7346153846153847
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,14,0.4601723402738571,0.7415384615384616
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,15,0.449897126853466,0.74875
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,16,0.4421841606497764,0.7515384615384615
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,17,0.4349041372537613,0.7542307692307693
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,18,0.4253366261720657,0.7576923076923077
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,19,0.4170822843909263,0.7636538461538461
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,base,20,0.4126542434096336,0.7680769230769231
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,1,0.6950165688991546,0.4272115384615385
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,2,0.6653547883033752,0.52
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,3,0.6476206541061401,0.5824038461538461
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,4,0.6288780689239502,0.6198076923076923
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,5,0.611084806919098,0.6348076923076923
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,6,0.5957869052886963,0.64875
Orthoparamyxovirinae,esm2_t30_150M_UR50D,150M,full,7,0.5858364164829254,0.6578846153846154
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,1,0.7066904604434967,0.4013461538461538
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,2,0.674277526140213,0.4276923076923077
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,3,0.6679390430450439,0.4903846153846153
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,4,0.6628040969371796,0.5066346153846154
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,5,0.6567399144172669,0.5102884615384615
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,6,0.651566743850708,0.5223076923076924
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,7,0.6452435255050659,0.5447115384615384
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,8,0.641210675239563,0.5497115384615384
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,9,0.6354815006256104,0.5634615384615385
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,10,0.6312619209289551,0.57375
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,11,0.6264982104301453,0.5814423076923076
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,full,12,0.6224329590797424,0.5928846153846153
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,1,0.7023103535175323,0.5049038461538462
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,2,0.6786259055137634,0.3729807692307692
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,3,0.6668597459793091,0.4573076923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,4,0.6545951664447784,0.5651923076923077
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,5,0.6408945262432099,0.5836538461538462
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,6,0.6270835936069489,0.6046153846153847
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,7,0.6132645845413208,0.6293269230769231
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,8,0.5996346890926361,0.646826923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,9,0.5861114114522934,0.6578846153846154
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,10,0.5738732486963272,0.6696153846153846
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,11,0.5637378603219986,0.6791346153846154
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,12,0.5511701583862305,0.6894230769230769
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,13,0.5407860696315765,0.6997115384615384
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,14,0.5310789853334427,0.703076923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,15,0.5221966654062271,0.7103846153846154
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,16,0.5139414519071579,0.7173076923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,17,0.5042138367891311,0.7221153846153846
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,18,0.4981151759624481,0.7298076923076923
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,19,0.4905825525522232,0.734423076923077
Orthoparamyxovirinae,esm2_t6_8M_UR50D,8M,base,20,0.482407134771347,0.7374038461538461
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,1,0.7013018071651459,0.5006730769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,2,0.6721859157085419,0.4257692307692308
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,3,0.6538457691669464,0.5202884615384615
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,4,0.6354581654071808,0.6059615384615384
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,5,0.6140231192111969,0.6181730769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,6,0.5953057467937469,0.6413461538461539
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,7,0.5755999058485031,0.6554807692307693
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,8,0.5603184401988983,0.6675
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,9,0.5441668778657913,0.6808653846153846
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,10,0.5314394444227218,0.6895192307692307
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,11,0.5178538233041763,0.6994230769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,12,0.5081811100244522,0.7033653846153847
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,13,0.4992196589708328,0.7099038461538462
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,14,0.4883467823266983,0.7174038461538461
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,15,0.4804410725831985,0.725
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,16,0.4712255239486694,0.7316346153846154
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,17,0.4627890348434448,0.7371153846153846
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,18,0.4546526849269867,0.7385576923076923
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,19,0.4471338331699371,0.7439423076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,base,20,0.4411123186349869,0.7542307692307693
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,1,0.7062465429306031,0.5459615384615385
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,2,0.6600576937198639,0.5010576923076923
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,3,0.6475223541259766,0.6295192307692308
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,4,0.6421830713748932,0.6561538461538462
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,5,0.6362052381038665,0.6478846153846154
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,6,0.6308177679777145,0.6558653846153846
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,7,0.6267622262239456,0.6580769230769231
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,8,0.6221994698047638,0.6579807692307692
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,9,0.6193016707897187,0.6572115384615385
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,10,0.6138585716485977,0.6649038461538461
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,11,0.6118876725435257,0.6597115384615385
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,12,0.6078334957361221,0.6631730769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,13,0.605336245894432,0.6611538461538462
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,14,0.603389111161232,0.6627884615384615
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,15,0.6011486381292344,0.6638461538461539
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,16,0.5972461342811585,0.665673076923077
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,17,0.5951421022415161,0.6659615384615385
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,18,0.5907692790031434,0.6693269230769231
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,19,0.5879283756017685,0.6706730769230769
Orthoparamyxovirinae,esm2_t12_35M_UR50D,35M,full,20,0.5872495114803314,0.6733653846153846
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,1,0.7121256329119205,0.4343053997756769
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,2,0.6677186787128448,0.5706617529242108
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,3,0.651319608092308,0.5934946322704695
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,4,0.6313446648418903,0.6304278160551193
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,5,0.6110299751162529,0.6510174651498157
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,6,0.5932827424257994,0.6611921166479731
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,7,0.5750479865819216,0.6717673449767665
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,8,0.5569434035569429,0.6865085723441756
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,9,0.543078662827611,0.6982855311648775
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,10,0.5272999741137028,0.7108636436468515
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,11,0.5147619694471359,0.7185547187950649
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,12,0.5009113233536482,0.7297708700528761
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,13,0.4884737022221088,0.7382630988623619
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,14,0.4783073849976063,0.7482775196282647
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,15,0.4675063621252775,0.7582118250280404
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,16,0.4564647600054741,0.763819900656946
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,17,0.4464425500482321,0.7719115526357956
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,18,0.4372219266369939,0.7782406665598461
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,19,0.4275654759258032,0.7836083960903701
Legionellales,esm2_t6_8M_UR50D,8M,LoRA,20,0.4182713767513633,0.7890562409870213
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,1,0.7046229727566242,0.4592212786412434
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,2,0.6675073429942131,0.567136676814613
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,3,0.6483688317239285,0.5949367088607594
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,4,0.6284620426595211,0.6198525877263259
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,5,0.6085529886186123,0.6394007370613684
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,6,0.5879583600908518,0.6632751161672809
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,7,0.567351907491684,0.6860278801474122
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,8,0.5471846777945757,0.7051754526518186
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,9,0.5271092597395182,0.7210382951450088
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,10,0.5084500554949045,0.7373017144688351
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,11,0.4897313043475151,0.7485979810927736
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,12,0.4743946585804224,0.7561288255087326
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,13,0.4578613396733999,0.7689472840890883
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,14,0.442583636380732,0.7792821663195001
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,15,0.4298104364424944,0.7838487421887518
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,16,0.4191379100084305,0.7939432783207819
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,17,0.4085694709792733,0.7968274315013619
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,18,0.3997898297384381,0.8021150456657586
Legionellales,esm2_t12_35M_UR50D,35M,LoRA,19,0.3901066528633237,0.806521390802756
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,1,0.7208834029734135,0.4342252844095497
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,2,0.6753716431558132,0.5592853709341452
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,3,0.6594834327697754,0.5632911392405063
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,4,0.6415593363344669,0.5943759012978689
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,5,0.6249468699097633,0.6061528601185707
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,6,0.6068320944905281,0.6273834321422849
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,7,0.5865753032267094,0.655423810286813
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,8,0.566772410646081,0.680580035250761
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,9,0.5475594401359558,0.6982855311648775
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,10,0.529731135815382,0.7119051434065053
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,11,0.5084808226674795,0.7324146771350745
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,12,0.4897713586688041,0.7484377503605192
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,13,0.4730125423520803,0.7590930940554398
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,14,0.4580615069717169,0.7653420926133633
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,15,0.4416542667895555,0.7761576670405383
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,16,0.4248199732974171,0.7885755487902579
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,17,0.4107270371168852,0.7961063932062169
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,18,0.3982681119814515,0.8009133151738503
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,19,0.3846989413723349,0.8071623137317737
Legionellales,esm2_t30_150M_UR50D,150M,LoRA,20,0.372313235886395,0.8134914276558244
Legionellales,esm2_t30_150M_UR50D,150M,base,1,0.6998616680502892,0.4643486620733856
Legionellales,esm2_t30_150M_UR50D,150M,full,1,0.7273922562599182,0.4369492068578753
Legionellales,esm2_t30_150M_UR50D,150M,full,2,0.6918573416769505,0.4611440474282967
Legionellales,esm2_t30_150M_UR50D,150M,full,3,0.689588587731123,0.4754045825989424
Legionellales,esm2_t30_150M_UR50D,150M,full,4,0.6899697817862034,0.4754045825989424
Legionellales,esm2_t30_150M_UR50D,150M,full,5,0.6898490339517593,0.4754045825989424
Legionellales,esm2_t30_150M_UR50D,150M,full,6,0.6894960477948189,0.4754045825989424
Legionellales,esm2_t6_8M_UR50D,8M,full,1,0.7645029686391354,0.4514500881269027
Legionellales,esm2_t6_8M_UR50D,8M,base,1,0.7014712207019329,0.4482454734818138
Legionellales,esm2_t12_35M_UR50D,35M,base,1,0.7009747847914696,0.456577471559045
Legionellales,esm2_t12_35M_UR50D,35M,full,1,0.7400651127099991,0.4226886716872296
