,epoch,train_loss,train_acc
0,1,0.6687383890151978,0.6588461538461539
1,2,0.6467984676361084,0.6798076923076923
2,3,0.6361159026622772,0.6797115384615384
3,4,0.622427898645401,0.6829807692307692
4,5,0.6094226956367492,0.6946153846153846
5,6,0.5941173076629639,0.7090384615384615
6,7,0.578712546825409,0.7201923076923077
7,8,0.5648791521787644,0.7305769230769231
8,9,0.5494213998317719,0.7403846153846154
9,10,0.5352020710706711,0.7456730769230769
10,11,0.5225771218538284,0.7517307692307692
11,12,0.5086855947971344,0.755
12,13,0.49825588166713713,0.7588461538461538
13,14,0.48502720296382906,0.7601923076923077
14,15,0.47677420675754545,0.7674038461538462
15,16,0.4653718382120132,0.77375
16,17,0.45548864305019376,0.775
17,18,0.4495633959770203,0.7782692307692308
18,19,0.4421158999204636,0.7803846153846153
19,20,0.4347690880298615,0.7842307692307692
