,epoch,train_loss,train_acc
0,1,0.6660806834697723,0.6694230769230769
1,2,0.6319969952106476,0.681923076923077
2,3,0.6235296696424484,0.6758653846153846
3,4,0.6169239968061447,0.6752884615384616
4,5,0.6121858119964599,0.6743269230769231
5,6,0.6083938181400299,0.67875
6,7,0.6037414848804474,0.6854807692307693
7,8,0.6004733651876449,0.6859615384615385
8,9,0.5977855443954467,0.6898076923076923
9,10,0.5926848351955414,0.6922115384615385
10,11,0.5899499952793121,0.6985576923076923
11,12,0.5863162189722061,0.7046153846153846
12,13,0.5832059770822525,0.7123076923076923
13,14,0.579721137881279,0.7149038461538462
14,15,0.5772544115781784,0.7192307692307692
15,16,0.5736411720514297,0.7233653846153846
16,17,0.5690738916397095,0.7285576923076923
17,18,0.5665044814348221,0.7305769230769231
18,19,0.5623833030462265,0.7350961538461539
19,20,0.5614625930786132,0.7355769230769231
