Fold,Label,Prob,Preds
1,1,0.42300466,0
1,1,0.39767298,0
1,1,0.41490877,0
1,1,0.42688775,0
1,1,0.4271056,0
1,1,0.44746852,0
1,1,0.44198966,0
1,1,0.4419684,0
1,1,0.44333175,0
1,1,0.46253482,0
1,1,0.47481075,0
1,1,0.47481075,0
1,1,0.4245837,0
1,1,0.40580186,0
1,1,0.4062824,0
1,1,0.42461133,0
1,1,0.43161532,0
1,1,0.40597853,0
1,1,0.39414254,0
1,1,0.3898321,0
1,1,0.5036413,1
1,1,0.50040656,1
1,1,0.50221777,1
1,1,0.49480385,0
1,1,0.4769246,0
1,1,0.46986437,0
1,1,0.48269,0
1,1,0.46520817,0
1,1,0.41701302,0
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.49287704,0
1,1,0.49503136,0
1,1,0.49201941,0
1,1,0.4540061,0
1,1,0.46735388,0
1,1,0.48422572,0
1,1,0.42135593,0
1,1,0.43836483,0
1,1,0.4638046,0
1,1,0.39293092,0
1,1,0.38461956,0
1,1,0.4087956,0
1,1,0.48586038,0
1,1,0.5058591,1
1,1,0.51015085,1
1,1,0.50421876,1
1,1,0.47126347,0
1,1,0.47451138,0
1,1,0.45680717,0
1,1,0.4509378,0
1,1,0.4679011,0
1,1,0.45565158,0
1,1,0.4663343,0
1,1,0.46215877,0
1,1,0.4592108,0
1,1,0.42349535,0
1,1,0.3469733,0
1,1,0.34736678,0
1,1,0.3394579,0
1,1,0.3489014,0
1,0,0.3489014,0
1,0,0.41650072,0
1,0,0.45506096,0
1,0,0.45506096,0
1,0,0.47514638,0
1,0,0.47533467,0
1,0,0.49882907,0
1,0,0.50597787,1
1,0,0.5059679,1
1,0,0.49947402,0
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.48753873,0
1,1,0.49015546,0
1,1,0.4866786,0
1,1,0.44919056,0
1,1,0.46249843,0
1,1,0.47935987,0
1,1,0.4165608,0
1,1,0.42670068,0
1,1,0.43022862,0
1,1,0.4675803,0
1,1,0.471641,0
1,0,0.471641,0
1,0,0.4648657,0
1,0,0.49693397,0
1,0,0.48202914,0
1,0,0.48202914,0
1,0,0.49956563,0
1,0,0.4902224,0
1,0,0.46808964,0
1,0,0.46808964,0
1,0,0.46808964,0
1,0,0.47159085,0
1,0,0.45933095,0
1,0,0.46072727,0
1,0,0.44442374,0
1,0,0.44153434,0
1,0,0.4415051,0
1,0,0.44793928,0
1,0,0.44793928,0
1,0,0.44932833,0
1,0,0.45242956,0
1,0,0.48200944,0
1,0,0.47706378,0
1,0,0.486265,0
1,0,0.49369192,0
1,0,0.49369133,0
1,0,0.5065214,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.48056272,0
1,0,0.4805595,0
1,0,0.47065005,0
1,0,0.443023,0
1,0,0.4550593,0
1,0,0.47849983,0
1,0,0.47186583,0
1,0,0.4287136,0
1,0,0.4550549,0
1,0,0.45923978,0
1,0,0.46479625,0
1,0,0.46182302,0
1,0,0.48113868,0
1,0,0.4825368,0
1,0,0.4839281,0
1,0,0.48205635,0
1,0,0.4851761,0
1,0,0.48143163,0
1,0,0.4832724,0
1,0,0.46548256,0
1,0,0.44921634,0
1,0,0.46405593,0
1,0,0.476268,0
1,0,0.46912643,0
1,0,0.4635303,0
1,0,0.43312645,0
1,0,0.41121173,0
1,0,0.36007673,0
1,0,0.33010834,0
1,0,0.33010834,0
1,0,0.34617123,0
1,0,0.32284003,0
1,0,0.47154465,0
1,0,0.4677964,0
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.5079209,1
1,0,0.460858,0
1,0,0.4549246,0
1,0,0.47159725,0
1,0,0.49618602,0
1,0,0.51361287,1
1,0,0.5119369,1
1,0,0.55544895,1
1,0,0.54731864,1
1,0,0.47301683,0
1,0,0.45579562,0
1,0,0.42034602,0
1,0,0.3856107,0
1,0,0.36931124,0
1,0,0.39079314,0
1,0,0.38161936,0
1,0,0.42475656,0
1,0,0.4226683,0
1,0,0.4182574,0
1,0,0.39853433,0
1,0,0.4025707,0
1,0,0.40068662,0
1,0,0.34648958,0
1,0,0.33699194,0
1,0,0.37753206,0
1,0,0.3891904,0
1,0,0.3891904,0
1,0,0.4119799,0
1,0,0.4308493,0
1,0,0.42450318,0
1,0,0.44911432,0
1,0,0.46917456,0
1,0,0.46917456,0
1,0,0.48040408,0
1,0,0.47622114,0
1,0,0.45453712,0
1,0,0.43681926,0
1,0,0.50052893,1
1,0,0.51015085,1
1,0,0.49475652,0
1,0,0.48930547,0
1,0,0.44336423,0
1,0,0.41602838,0
1,0,0.45877734,0
1,0,0.43154964,0
1,0,0.43692,0
1,0,0.43726867,0
1,0,0.41993046,0
1,0,0.4282629,0
1,0,0.39806592,0
1,0,0.41090643,0
1,0,0.42299488,0
1,0,0.4839326,0
1,0,0.48394158,0
1,0,0.46734756,0
1,0,0.43567535,0
1,0,0.43567535,0
1,0,0.43567535,0
1,0,0.45038092,0
1,0,0.45175767,0
1,0,0.4313231,0
1,0,0.46398854,0
1,0,0.44985017,0
1,0,0.44431368,0
1,0,0.47189057,0
1,0,0.47189057,0
1,1,0.48177618,0
1,1,0.47440177,0
1,1,0.4785885,0
1,1,0.49082103,0
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.5035356,1
1,1,0.4868815,0
1,1,0.49137935,0
1,1,0.51015085,1
1,1,0.49835777,0
1,1,0.51015085,1
1,1,0.50394094,1
1,1,0.4761353,0
1,0,0.47287858,0
1,0,0.45982596,0
1,0,0.47652057,0
1,0,0.44531378,0
1,0,0.43848792,0
1,0,0.43484035,0
1,0,0.5051819,1
1,0,0.49014053,0
1,0,0.48364216,0
1,0,0.44617677,0
1,0,0.44337973,0
1,0,0.4339951,0
1,0,0.3816472,0
1,0,0.43376264,0
1,0,0.41681522,0
1,0,0.449097,0
1,1,0.4323018,0
1,1,0.42269382,0
1,1,0.44761193,0
1,1,0.48009193,0
1,1,0.50557387,1
1,1,0.48484284,0
1,1,0.48159537,0
1,1,0.50610113,1
1,1,0.50610113,1
1,1,0.49675262,0
1,1,0.4999305,0
1,1,0.5035541,1
1,1,0.51015085,1
1,1,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.49556547,0
1,0,0.46499607,0
1,0,0.4691826,0
1,0,0.45177624,0
1,0,0.45332292,0
1,0,0.4356869,0
1,0,0.4356869,0
1,0,0.41661584,0
1,0,0.3744266,0
1,0,0.33227566,0
1,0,0.3752275,0
1,0,0.36776572,0
1,0,0.37792754,0
1,0,0.31259412,0
1,0,0.31259412,0
1,0,0.29791844,0
1,0,0.30843362,0
1,0,0.29791844,0
1,0,0.31989858,0
1,0,0.3679598,0
1,0,0.35058856,0
1,0,0.31220335,0
1,0,0.30299065,0
1,0,0.31042373,0
1,0,0.3287417,0
1,0,0.32914144,0
1,0,0.3298048,0
1,0,0.33493772,0
1,0,0.3645681,0
1,0,0.37101233,0
1,0,0.3375371,0
1,0,0.33175504,0
1,0,0.3054075,0
1,0,0.33422694,0
1,0,0.295597,0
1,0,0.27986708,0
1,0,0.28770265,0
1,0,0.31747308,0
1,0,0.30881634,0
1,0,0.35637918,0
1,0,0.37245858,0
1,0,0.4068507,0
1,0,0.4323616,0
1,0,0.4125659,0
1,0,0.4179003,0
1,0,0.41164973,0
1,0,0.44311777,0
1,0,0.45798153,0
1,0,0.4358674,0
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.5011873,1
1,0,0.50623554,1
1,0,0.50950795,1
1,0,0.4926611,0
1,0,0.49270314,0
1,0,0.49413002,0
1,0,0.5000509,1
1,0,0.48003906,0
1,0,0.47916844,0
1,0,0.4851364,0
1,0,0.43039444,0
1,0,0.43039444,0
1,0,0.45086545,0
1,0,0.445476,0
1,0,0.48658466,0
1,1,0.48200944,0
1,1,0.47706378,0
1,1,0.47658476,0
1,1,0.50085336,1
1,1,0.5008471,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.48774138,0
1,1,0.48498064,0
1,1,0.46061248,0
1,1,0.43308964,0
1,1,0.5347114,1
1,1,0.5069508,1
1,1,0.4972691,0
1,1,0.48232105,0
1,1,0.48232105,0
1,1,0.46160978,0
1,1,0.48158264,0
1,1,0.4579401,0
1,1,0.45500726,0
1,1,0.47861436,0
1,1,0.45252693,0
1,1,0.41627547,0
1,1,0.40820017,0
1,0,0.38357663,0
1,0,0.35949782,0
1,0,0.33614594,0
1,0,0.33614594,0
1,0,0.4034809,0
1,0,0.3738975,0
1,0,0.3947755,0
1,0,0.47154465,0
1,0,0.4677964,0
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.4356869,0
1,0,0.4356869,0
1,0,0.41661584,0
1,0,0.3744266,0
1,0,0.33227566,0
1,0,0.3752275,0
1,0,0.3682126,0
1,0,0.39859834,0
1,0,0.39859834,0
1,0,0.36776572,0
1,0,0.36776572,0
1,0,0.37792754,0
1,0,0.31259412,0
1,0,0.31259412,0
1,0,0.29791844,0
1,0,0.30843362,0
1,1,0.4679011,0
1,1,0.45565158,0
1,1,0.4663343,0
1,1,0.46215877,0
1,1,0.4592108,0
1,1,0.42349535,0
1,1,0.3469733,0
1,1,0.34736678,0
1,1,0.3394579,0
1,1,0.3489014,0
1,0,0.3489014,0
1,0,0.41650072,0
1,0,0.45506096,0
1,0,0.45506096,0
1,0,0.47514638,0
1,0,0.47533467,0
1,0,0.49882907,0
1,0,0.50597787,1
1,0,0.5059679,1
1,0,0.49947402,0
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.51015085,1
1,1,0.48753873,0
1,1,0.49015546,0
1,1,0.4866786,0
1,1,0.44919056,0
1,1,0.46249843,0
1,1,0.47935987,0
1,1,0.4165608,0
1,0,0.42670068,0
1,0,0.43022862,0
1,0,0.4675803,0
1,0,0.471641,0
1,0,0.471641,0
1,0,0.4648657,0
1,0,0.49693397,0
1,0,0.48202914,0
1,0,0.48202914,0
1,0,0.49956563,0
1,0,0.4902224,0
1,0,0.46808964,0
1,0,0.46808964,0
1,0,0.46808964,0
1,0,0.47159085,0
1,0,0.45933095,0
1,0,0.46072727,0
1,0,0.44442374,0
1,0,0.44153434,0
1,0,0.4415051,0
1,0,0.44793928,0
1,0,0.44793928,0
1,0,0.44932833,0
1,0,0.45242956,0
1,0,0.48200944,0
1,0,0.47706378,0
1,0,0.47658476,0
1,0,0.50085336,1
1,0,0.5008471,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.48774138,0
1,0,0.48498064,0
1,0,0.46061248,0
1,0,0.43308964,0
1,0,0.46218884,0
1,0,0.47849983,0
1,0,0.47186583,0
1,0,0.4287136,0
1,0,0.4550549,0
1,0,0.45923978,0
1,0,0.46479625,0
1,0,0.46182302,0
1,0,0.48113868,0
1,0,0.4825368,0
1,0,0.4839281,0
1,0,0.48205635,0
1,0,0.4851761,0
1,0,0.48143163,0
1,0,0.4832724,0
1,0,0.46548256,0
1,0,0.44921634,0
1,0,0.46405593,0
1,0,0.476268,0
1,0,0.46912643,0
1,0,0.4635303,0
1,0,0.43312645,0
1,0,0.41121173,0
1,0,0.36007673,0
1,0,0.33010834,0
1,0,0.33010834,0
1,0,0.34617123,0
1,0,0.32284003,0
1,0,0.32694292,0
1,0,0.32207778,0
1,0,0.34497654,0
1,0,0.40453187,0
1,0,0.41521546,0
1,0,0.36421835,0
1,0,0.4147694,0
1,0,0.43319875,0
1,0,0.46450776,0
1,0,0.4573324,0
1,0,0.480706,0
1,0,0.5000226,1
1,0,0.51245326,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.51015085,1
1,0,0.5126921,1
1,0,0.5122593,1
1,0,0.48211396,0
1,0,0.4475019,0
1,0,0.44708052,0
1,0,0.4650972,0
1,0,0.49661675,0
