Fold,Label,Prob,Preds
1,1,0.55905044,1
1,1,0.5535146,1
1,1,0.55432177,1
1,1,0.55382764,1
1,1,0.5579384,1
1,1,0.5545993,1
1,1,0.5553819,1
1,1,0.5540984,1
1,1,0.5561246,1
1,1,0.5228848,1
1,1,0.52462953,1
1,1,0.5244353,1
1,1,0.52435625,1
1,1,0.5224922,1
1,1,0.51719743,1
1,1,0.5165943,1
1,1,0.5200337,1
1,1,0.52107,1
1,1,0.51531,1
1,1,0.51567686,1
1,1,0.52004015,1
1,1,0.5197391,1
1,1,0.517498,1
1,1,0.51340735,1
1,1,0.5191421,1
1,1,0.5176798,1
1,1,0.5124395,1
1,1,0.5122188,1
1,1,0.58102334,1
1,1,0.57819426,1
1,1,0.5800732,1
1,1,0.5813114,1
1,1,0.5791227,1
1,1,0.57303226,1
1,1,0.5800364,1
1,0,0.5957751,1
1,0,0.5887635,1
1,0,0.5932415,1
1,0,0.5977286,1
1,0,0.59748024,1
1,0,0.59988225,1
1,0,0.60026616,1
1,0,0.59633034,1
1,0,0.5993086,1
1,0,0.5982757,1
1,0,0.5967665,1
1,0,0.5995678,1
1,0,0.60082567,1
1,0,0.59751254,1
1,0,0.6038026,1
1,0,0.60285926,1
1,0,0.60289896,1
1,0,0.598961,1
1,0,0.6001141,1
1,0,0.59636664,1
1,0,0.59710324,1
1,0,0.5942603,1
1,0,0.5951881,1
1,0,0.59351397,1
1,0,0.59946966,1
1,0,0.5961461,1
1,0,0.59515226,1
1,0,0.5975851,1
1,0,0.60023093,1
1,0,0.60243493,1
1,0,0.5993544,1
1,0,0.60484785,1
1,0,0.6038473,1
1,0,0.59706706,1
1,0,0.59991664,1
1,0,0.6030385,1
1,0,0.6021133,1
1,0,0.6067214,1
1,0,0.6027757,1
1,0,0.60842437,1
1,0,0.6035541,1
1,0,0.6013665,1
1,0,0.60406065,1
1,0,0.6032868,1
1,0,0.599754,1
1,0,0.6001363,1
1,0,0.60331184,1
1,0,0.59662914,1
1,0,0.59313095,1
1,0,0.5993202,1
1,0,0.59360397,1
1,0,0.5955754,1
1,0,0.5983269,1
1,0,0.5962962,1
1,0,0.60246557,1
1,0,0.59772074,1
1,0,0.59982836,1
1,0,0.5989757,1
1,0,0.5985144,1
1,0,0.5982318,1
1,0,0.5980601,1
1,0,0.5969564,1
1,0,0.59648246,1
1,0,0.5955586,1
1,0,0.59542143,1
1,0,0.59690815,1
1,0,0.5953114,1
1,1,0.6011148,1
1,1,0.59763354,1
1,1,0.6010502,1
1,1,0.60177845,1
1,1,0.5985881,1
1,1,0.5981898,1
1,1,0.59959245,1
1,1,0.6002323,1
1,1,0.59803736,1
1,0,0.60047066,1
1,0,0.598717,1
1,0,0.59294045,1
1,0,0.59715486,1
1,0,0.59639907,1
1,0,0.5944337,1
1,0,0.5961746,1
1,0,0.59676665,1
1,0,0.59738696,1
1,0,0.5978096,1
1,0,0.59714925,1
1,0,0.5936702,1
1,0,0.5919348,1
1,0,0.59805065,1
1,0,0.59576106,1
1,0,0.59184265,1
1,0,0.5997862,1
1,0,0.590498,1
1,0,0.59865564,1
1,0,0.6004515,1
1,0,0.59381104,1
1,0,0.5984316,1
1,0,0.59766096,1
1,0,0.59235084,1
1,0,0.5960863,1
1,0,0.5955118,1
1,0,0.59793186,1
1,0,0.5983356,1
1,0,0.5987169,1
1,0,0.5959433,1
1,0,0.60077363,1
1,0,0.59592605,1
1,0,0.5997833,1
1,0,0.5951387,1
1,0,0.595308,1
1,0,0.59973073,1
1,0,0.6030499,1
1,0,0.5997803,1
1,0,0.6028866,1
1,0,0.5991412,1
1,0,0.6040581,1
1,0,0.5974139,1
1,0,0.6039891,1
1,0,0.5997908,1
1,0,0.5988589,1
1,0,0.5975845,1
1,0,0.6032922,1
1,0,0.6020181,1
1,0,0.5956016,1
1,0,0.59711844,1
1,0,0.59393597,1
1,0,0.5981011,1
1,0,0.589708,1
1,0,0.60203445,1
1,0,0.5957771,1
1,0,0.6012285,1
1,0,0.5988632,1
1,0,0.6010466,1
1,0,0.5995206,1
1,0,0.59819275,1
1,0,0.6002586,1
1,0,0.601957,1
1,0,0.59965926,1
1,0,0.59471166,1
1,0,0.59964496,1
1,0,0.5939138,1
1,0,0.6019606,1
1,0,0.5971202,1
1,0,0.6008626,1
1,0,0.60116583,1
1,0,0.6025547,1
1,0,0.601882,1
1,0,0.6040026,1
1,0,0.602721,1
1,0,0.6030522,1
1,0,0.59872246,1
1,0,0.5972335,1
1,0,0.5989104,1
1,0,0.60474056,1
1,0,0.5988403,1
1,0,0.60274655,1
1,0,0.5977394,1
1,0,0.6053654,1
1,0,0.59772563,1
1,0,0.59642535,1
1,0,0.59684867,1
1,0,0.59538865,1
1,0,0.5951353,1
1,0,0.5975209,1
1,0,0.5943496,1
1,0,0.597865,1
1,0,0.60189724,1
1,0,0.5949292,1
1,0,0.60224587,1
1,0,0.5968796,1
1,0,0.60259604,1
1,0,0.60290813,1
1,0,0.59579027,1
1,0,0.60451597,1
1,0,0.5967567,1
1,0,0.5911698,1
1,0,0.5989302,1
1,1,0.5994385,1
1,1,0.5948357,1
1,1,0.5964245,1
1,1,0.5953784,1
1,1,0.59687954,1
1,1,0.594537,1
1,1,0.59333146,1
1,1,0.5936803,1
1,1,0.59481764,1
1,0,0.59627646,1
1,0,0.5947037,1
1,0,0.5951016,1
1,0,0.59727323,1
1,0,0.6004744,1
1,0,0.59401697,1
1,0,0.5941422,1
1,0,0.6006039,1
1,0,0.5995405,1
1,0,0.6002968,1
1,0,0.5947035,1
1,0,0.5973245,1
1,0,0.6025569,1
1,0,0.5953869,1
1,0,0.6007608,1
1,0,0.59382933,1
1,0,0.59885794,1
1,0,0.60094297,1
1,0,0.5976854,1
1,0,0.5950645,1
1,0,0.60075146,1
1,0,0.5946818,1
1,0,0.5942382,1
1,0,0.5988337,1
1,0,0.5946624,1
1,0,0.5936706,1
1,0,0.5975188,1
1,0,0.59131145,1
1,0,0.59507245,1
1,0,0.59489465,1
1,0,0.58826804,1
1,0,0.5907661,1
1,0,0.5928689,1
1,0,0.5928218,1
1,0,0.5949514,1
1,0,0.5971825,1
1,0,0.59981024,1
1,0,0.59886634,1
1,0,0.5920696,1
1,0,0.589885,1
1,0,0.59404296,1
1,0,0.59310865,1
1,0,0.589696,1
1,0,0.58943766,1
1,0,0.5883835,1
1,0,0.5858419,1
1,1,0.5809658,1
1,1,0.5917328,1
1,1,0.58567166,1
1,1,0.5866192,1
1,1,0.5874444,1
1,1,0.5849984,1
1,1,0.58480567,1
1,1,0.5888523,1
1,1,0.5957314,1
1,1,0.5873357,1
1,1,0.5854688,1
1,1,0.5847753,1
1,1,0.58465916,1
1,0,0.5851818,1
1,0,0.5817981,1
1,0,0.58171487,1
1,0,0.586651,1
1,0,0.5804922,1
1,0,0.58088034,1
1,0,0.57835054,1
1,0,0.57537854,1
1,0,0.57975376,1
1,0,0.5870069,1
1,0,0.5878561,1
1,0,0.5794359,1
1,0,0.57663983,1
1,0,0.57720315,1
1,0,0.5843007,1
1,0,0.5727471,1
1,0,0.57780415,1
1,0,0.57628566,1
1,0,0.5709184,1
1,0,0.5622297,1
1,0,0.56932974,1
1,0,0.5791266,1
1,0,0.5727218,1
1,1,0.57224244,1
1,1,0.575261,1
1,1,0.5714439,1
1,1,0.5752321,1
1,1,0.5612758,1
1,1,0.5747823,1
1,1,0.57527184,1
1,1,0.5760544,1
1,1,0.5700459,1
1,1,0.5713586,1
1,1,0.5691484,1
1,1,0.57238424,1
1,1,0.5749365,1
1,1,0.5841034,1
1,1,0.5769497,1
1,1,0.60047066,1
1,1,0.5985401,1
1,1,0.59815526,1
1,1,0.60190403,1
1,1,0.598744,1
1,1,0.59996516,1
1,1,0.5985225,1
1,1,0.60127807,1
1,1,0.5988983,1
1,1,0.5723043,1
1,1,0.56949997,1
1,1,0.5660468,1
1,1,0.5660811,1
1,1,0.56664467,1
1,1,0.5461635,1
1,1,0.5641442,1
1,1,0.56194085,1
1,1,0.54154783,1
1,1,0.55054885,1
1,1,0.5446601,1
1,1,0.5480832,1
1,1,0.54431474,1
1,1,0.5372109,1
1,1,0.54419357,1
1,1,0.5691032,1
1,1,0.57034963,1
1,1,0.5681575,1
1,1,0.5705185,1
1,1,0.5650027,1
1,1,0.5653262,1
1,1,0.565196,1
1,1,0.5625842,1
1,1,0.5588857,1
1,1,0.55932677,1
1,1,0.55873716,1
1,1,0.5596052,1
1,1,0.55503535,1
1,1,0.5542844,1
1,1,0.5611677,1
1,1,0.5649357,1
1,1,0.56748295,1
1,1,0.57287437,1
1,1,0.5768644,1
1,1,0.5785566,1
1,1,0.57901835,1
1,1,0.5798431,1
1,1,0.57866615,1
1,1,0.5806153,1
1,1,0.5784873,1
1,1,0.58401597,1
1,1,0.5828982,1
1,1,0.5847269,1
1,1,0.58707035,1
1,1,0.59050703,1
1,1,0.59345704,1
1,1,0.59273946,1
1,1,0.5930515,1
1,1,0.59264266,1
1,1,0.58909863,1
1,1,0.58651036,1
1,1,0.5901145,1
1,1,0.59187007,1
1,1,0.5914955,1
1,1,0.59164685,1
1,1,0.5895515,1
1,1,0.5889933,1
1,1,0.5935164,1
1,1,0.5900853,1
1,1,0.59695596,1
1,1,0.5952335,1
1,1,0.59846514,1
1,1,0.59692395,1
1,1,0.59677273,1
1,1,0.5987784,1
1,1,0.594759,1
1,1,0.59456694,1
1,1,0.5969472,1
1,1,0.59594357,1
1,1,0.5939718,1
1,1,0.5953828,1
1,1,0.5980568,1
1,1,0.5973123,1
1,1,0.59472936,1
1,1,0.6009696,1
1,1,0.5969179,1
1,1,0.6000213,1
1,1,0.5963383,1
1,1,0.598072,1
1,1,0.59657943,1
1,1,0.59977233,1
1,1,0.5988766,1
1,1,0.5978828,1
1,1,0.59929764,1
1,1,0.59894484,1
1,1,0.59831774,1
1,1,0.5978641,1
1,1,0.597548,1
1,1,0.59679794,1
1,1,0.6002831,1
1,1,0.5959552,1
1,1,0.59981865,1
1,1,0.59971803,1
1,1,0.5990817,1
1,1,0.6015882,1
1,1,0.59861946,1
1,1,0.60135937,1
1,1,0.5990213,1
1,1,0.59652025,1
1,1,0.59808284,1
1,1,0.5982044,1
1,1,0.5993119,1
1,1,0.59790695,1
1,1,0.5988865,1
1,1,0.5963782,1
1,1,0.5984415,1
1,1,0.5976698,1
1,1,0.5970396,1
1,1,0.59772664,1
1,1,0.5969378,1
1,1,0.59931743,1
1,1,0.5997827,1
1,1,0.6000842,1
1,1,0.60533386,1
1,1,0.60111934,1
1,1,0.6034833,1
1,1,0.5995543,1
1,1,0.5986171,1
1,1,0.60424644,1
1,1,0.60051394,1
1,1,0.60457724,1
1,1,0.6025365,1
1,1,0.60020095,1
1,1,0.6008819,1
1,1,0.6003923,1
1,1,0.6014606,1
1,1,0.59865606,1
1,1,0.6000272,1
1,1,0.59752357,1
1,1,0.5969777,1
1,1,0.5994855,1
1,1,0.59770143,1
1,1,0.59931,1
1,1,0.60027725,1
1,1,0.6014355,1
1,1,0.6013179,1
1,1,0.60261285,1
1,1,0.51763785,1
1,1,0.5179042,1
1,1,0.5194632,1
1,1,0.5208993,1
1,1,0.5218312,1
1,1,0.5189491,1
1,1,0.5180143,1
1,1,0.51909906,1
1,1,0.5200433,1
1,1,0.51594085,1
1,1,0.5197479,1
1,1,0.51762676,1
1,1,0.5171845,1
1,1,0.5180239,1
1,1,0.51720905,1
1,1,0.5222916,1
1,1,0.5201008,1
1,1,0.5237851,1
1,1,0.5248609,1
1,1,0.52265775,1
1,1,0.5223121,1
1,1,0.5229862,1
1,1,0.52239776,1
1,1,0.52492154,1
1,1,0.5193596,1
1,1,0.52106434,1
1,1,0.5193592,1
1,1,0.5215775,1
1,0,0.5950677,1
1,0,0.5957031,1
1,0,0.596835,1
1,0,0.59654975,1
1,0,0.59879345,1
1,0,0.5925511,1
1,0,0.59141415,1
1,0,0.5956366,1
1,0,0.5975725,1
1,0,0.5936225,1
1,0,0.594559,1
1,0,0.59532654,1
1,0,0.59467345,1
1,0,0.5936073,1
1,0,0.5950136,1
1,0,0.5917146,1
1,0,0.5913799,1
1,0,0.59079015,1
1,0,0.59523886,1
1,0,0.5931774,1
1,0,0.593673,1
1,0,0.5964982,1
1,0,0.59227824,1
1,0,0.59612024,1
1,0,0.59195435,1
1,0,0.59431916,1
1,0,0.59592944,1
1,0,0.5963628,1
1,0,0.59206116,1
1,0,0.5964474,1
1,0,0.59707785,1
1,0,0.59369534,1
1,0,0.59793806,1
1,0,0.59682757,1
1,0,0.5947573,1
1,0,0.59592766,1
1,0,0.59454364,1
1,0,0.5914072,1
1,0,0.5943445,1
1,0,0.5940827,1
1,0,0.5899455,1
1,0,0.5909931,1
1,0,0.58938634,1
1,0,0.5919315,1
1,0,0.5876968,1
1,0,0.58763945,1
1,0,0.5910514,1
1,0,0.58931214,1
1,0,0.592293,1
1,0,0.59255904,1
1,0,0.5934455,1
1,0,0.5970071,1
1,0,0.5969055,1
1,0,0.5939909,1
1,0,0.5921906,1
1,0,0.593302,1
1,0,0.59505725,1
1,0,0.5927778,1
1,0,0.59494257,1
1,0,0.5937277,1
1,0,0.5900664,1
1,0,0.5943145,1
1,0,0.5947646,1
1,0,0.5986164,1
1,0,0.5932833,1
1,0,0.5957548,1
1,0,0.5956488,1
1,0,0.5947921,1
1,0,0.59518164,1
1,0,0.59756124,1
1,0,0.59368575,1
1,0,0.596208,1
1,0,0.5922769,1
1,0,0.5932953,1
1,0,0.591593,1
1,0,0.5936998,1
1,0,0.5925066,1
1,0,0.59462136,1
1,0,0.5954956,1
1,0,0.5912779,1
1,0,0.59162825,1
1,0,0.5913181,1
1,0,0.5913003,1
1,0,0.59059405,1
1,0,0.5891336,1
1,0,0.58968985,1
1,0,0.5921233,1
1,0,0.58957994,1
1,0,0.59177834,1
1,0,0.5942166,1
1,0,0.59353995,1
1,0,0.5958083,1
1,0,0.5924123,1
1,0,0.5966764,1
1,0,0.5981438,1
1,0,0.5940292,1
1,0,0.59780717,1
1,0,0.5980635,1
1,0,0.59781104,1
1,0,0.59564406,1
1,0,0.5975563,1
1,0,0.5958486,1
1,0,0.59760666,1
1,0,0.5937654,1
1,0,0.5937369,1
1,0,0.5956016,1
1,0,0.59639776,1
1,0,0.5936252,1
1,0,0.5925718,1
1,0,0.59496963,1
1,0,0.5962648,1
1,0,0.5960943,1
1,0,0.5968413,1
1,0,0.59324294,1
1,0,0.5946134,1
1,0,0.59204143,1
1,0,0.5950154,1
1,0,0.5931471,1
1,0,0.5978842,1
1,0,0.5978082,1
1,0,0.59555423,1
1,0,0.5965024,1
1,0,0.596906,1
1,0,0.5989047,1
1,0,0.600944,1
1,0,0.5975329,1
1,0,0.59645504,1
1,0,0.5945596,1
1,0,0.593983,1
1,0,0.59217,1
1,0,0.594068,1
1,0,0.5922534,1
1,0,0.5888316,1
1,0,0.5938607,1
1,0,0.59350955,1
1,0,0.5891519,1
1,0,0.5910539,1
1,0,0.5948576,1
1,0,0.59531766,1
1,0,0.5977203,1
1,0,0.59859556,1
1,0,0.59772885,1
1,0,0.598196,1
1,0,0.5949089,1
1,0,0.59344363,1
1,0,0.5967564,1
1,0,0.5926001,1
1,0,0.5916798,1
1,0,0.59434104,1
1,0,0.5950075,1
1,0,0.5919125,1
1,0,0.59768873,1
1,0,0.592246,1
1,0,0.59142846,1
1,0,0.5918336,1
1,0,0.5940757,1
1,0,0.5945979,1
1,0,0.59229624,1
1,0,0.5954119,1
1,0,0.59026444,1
1,0,0.5948681,1
1,0,0.5934066,1
1,0,0.59477544,1
1,0,0.59485775,1
1,0,0.5924973,1
1,0,0.58894485,1
1,0,0.58859223,1
1,0,0.5898469,1
1,0,0.5955247,1
1,0,0.5950514,1
1,0,0.5954094,1
1,0,0.59321326,1
1,0,0.59521663,1
1,0,0.5901521,1
1,0,0.59476817,1
1,0,0.5947151,1
1,0,0.59477174,1
1,0,0.5932965,1
1,0,0.5966136,1
1,0,0.59584945,1
1,0,0.5932028,1
1,0,0.5940587,1
1,0,0.59221643,1
1,0,0.59276026,1
1,0,0.5873455,1
1,0,0.5914677,1
1,0,0.5896586,1
1,0,0.58929604,1
1,0,0.5916868,1
1,0,0.5884423,1
1,0,0.587237,1
1,0,0.59182936,1
1,0,0.5894063,1
1,0,0.589964,1
1,0,0.591695,1
1,0,0.5914252,1
1,0,0.589424,1
1,0,0.5922492,1
1,0,0.58751935,1
1,0,0.59080845,1
1,0,0.5895297,1
1,0,0.58508694,1
1,0,0.5862743,1
1,0,0.58409655,1
1,0,0.58712447,1
1,0,0.59015596,1
1,0,0.58968127,1
1,0,0.5881503,1
1,0,0.58455426,1
1,0,0.58468306,1
1,0,0.5860246,1
1,0,0.58883274,1
1,0,0.5906016,1
1,0,0.5882775,1
1,0,0.5886717,1
1,0,0.5885508,1
1,0,0.5912253,1
1,0,0.588556,1
1,0,0.591468,1
1,0,0.5951879,1
1,0,0.5949234,1
1,0,0.5906493,1
1,0,0.5946897,1
1,0,0.59456277,1
1,0,0.5923498,1
1,0,0.594901,1
1,0,0.59187514,1
1,0,0.5881809,1
1,0,0.5893459,1
1,0,0.5944372,1
1,0,0.5919703,1
