loss,grad_norm,learning_rate,epoch,step
0.6509440612792968,2.1069822311401367,0.000201,1.0,100
0.582026481628418,2.5156407356262207,0.00010099999999999999,2.0,200
0.551414566040039,0.6832294464111328,1e-06,3.0,300
