pathogen,epoch,train_loss,train_acc
Orthopoxvirus,1,10.00662899017334,0.7215261958997722
Orthopoxvirus,2,7.458009243011475,0.7215261958997722
Orthopoxvirus,3,5.174774646759033,0.7206719817767654
Orthopoxvirus,4,2.921262741088867,0.6998861047835991
Orthopoxvirus,5,1.5518007278442385,0.5353075170842825
Orthopoxvirus,6,1.9426461458206177,0.3664578587699316
Orthopoxvirus,7,2.984009265899658,0.3009681093394077
Orthopoxvirus,8,3.324526309967041,0.292995444191344
Orthopoxvirus,9,3.2923521995544434,0.2912870159453303
Orthopoxvirus,10,2.958402156829834,0.2989749430523918
Orthopoxvirus,11,2.3950796127319336,0.32374715261959
Orthopoxvirus,12,1.895452857017517,0.3579157175398633
Orthopoxvirus,13,1.500760793685913,0.424259681093394
Orthopoxvirus,14,1.4212156534194946,0.5281890660592256
Orthopoxvirus,15,1.6124348640441897,0.6332574031890661
Orthopoxvirus,16,1.9015026092529297,0.659738041002278
Orthopoxvirus,17,1.9548649787902832,0.6722665148063781
Orthopoxvirus,18,1.968205451965332,0.6759681093394078
Orthopoxvirus,19,1.8485525846481323,0.6753986332574032
Orthopoxvirus,20,1.6491615772247314,0.6363895216400911
Clostridioides difficile,1,10.252641677856444,0.4310392867093898
Clostridioides difficile,2,7.713016510009766,0.4310392867093898
Clostridioides difficile,3,5.215085506439209,0.4313179158539983
Clostridioides difficile,4,2.918433427810669,0.4352187238785177
Clostridioides difficile,5,1.5281730890274048,0.4850933407634438
Clostridioides difficile,6,2.0547852516174316,0.5427695736974087
Clostridioides difficile,7,2.8836746215820312,0.5611590972415714
Clostridioides difficile,8,3.393329620361328,0.5645026469768738
Clostridioides difficile,9,3.392737865447998,0.5572582892170521
Clostridioides difficile,10,2.972827434539795,0.56143772638618
Clostridioides difficile,11,2.5138111114501953,0.5516857063248816
Clostridioides difficile,12,1.9160398244857788,0.5436054611312343
Clostridioides difficile,13,1.5125505924224854,0.5149066592365561
Clostridioides difficile,14,1.4752479791641235,0.4692114795207578
Clostridioides difficile,15,1.691664695739746,0.4669824463638896
Clostridioides difficile,16,1.9825763702392576,0.4463638896628587
Clostridioides difficile,17,2.161593198776245,0.4441348565059905
Clostridioides difficile,18,2.094766855239868,0.4460852605182502
Clostridioides difficile,19,1.964597225189209,0.4421844524937308
Clostridioides difficile,20,1.6514558792114258,0.460295346893285
Pasteurellaceae,1,9.715758323669434,0.4633251833740831
Pasteurellaceae,2,7.261936187744141,0.4633251833740831
Pasteurellaceae,3,4.872694969177246,0.463674467341949
Pasteurellaceae,4,2.703895092010498,0.4708347886831994
Pasteurellaceae,5,1.4334900379180908,0.5049772965420887
Pasteurellaceae,6,2.0481748580932617,0.5283793223891023
Pasteurellaceae,7,2.8707008361816406,0.535015717778554
Pasteurellaceae,8,3.239335536956787,0.5373733845616486
Pasteurellaceae,9,3.1953418254852295,0.5344044708347887
Pasteurellaceae,10,2.853834629058838,0.5355396437303528
Pasteurellaceae,11,2.336292266845703,0.530736989172197
Pasteurellaceae,12,1.789068341255188,0.522354173943416
Pasteurellaceae,13,1.417067527770996,0.5170275934334614
Pasteurellaceae,14,1.4155058860778809,0.4947607404820118
Pasteurellaceae,15,1.6543498039245603,0.4841949004540691
Pasteurellaceae,16,1.9150390625,0.46908836884387
Pasteurellaceae,17,2.0208399295806885,0.469263010827803
Pasteurellaceae,18,1.896278738975525,0.477645826056584
Pasteurellaceae,19,1.7054659128189087,0.4820118756549074
Pasteurellaceae,20,1.459751009941101,0.4979042961928047
Orthoparamyxovirinae,1,10.03281021118164,0.3196373456790123
Orthoparamyxovirinae,2,7.533387184143066,0.3196373456790123
Orthoparamyxovirinae,3,5.1298136711120605,0.3196373456790123
Orthoparamyxovirinae,4,2.8577358722686768,0.3306327160493827
Orthoparamyxovirinae,5,1.5124311447143557,0.4673996913580246
Orthoparamyxovirinae,6,2.0036368370056152,0.6189236111111112
Orthoparamyxovirinae,7,2.875009298324585,0.6567322530864198
Orthoparamyxovirinae,8,3.306795835494995,0.6698495370370371
Orthoparamyxovirinae,9,3.3088183403015137,0.6717785493827161
Orthoparamyxovirinae,10,2.977549314498902,0.6657021604938271
Orthoparamyxovirinae,11,2.4464268684387207,0.6497878086419753
Orthoparamyxovirinae,12,1.924309253692627,0.6193094135802469
Orthoparamyxovirinae,13,1.4870432615280151,0.5760995370370371
Orthoparamyxovirinae,14,1.3935532569885254,0.4908371913580246
Orthoparamyxovirinae,15,1.5643595457077026,0.4239004629629629
Orthoparamyxovirinae,16,1.8200284242630005,0.3811728395061728
Orthoparamyxovirinae,17,1.9887266159057615,0.3647762345679012
Orthoparamyxovirinae,18,2.014343738555908,0.3614004629629629
Orthoparamyxovirinae,19,1.865727186203003,0.3780864197530864
Orthoparamyxovirinae,20,1.68470561504364,0.3912037037037037
Legionellales,1,9.691649436950684,0.4740562248995983
Legionellales,2,7.285465717315674,0.4740562248995983
Legionellales,3,4.9000701904296875,0.4747791164658634
Legionellales,4,2.6702880859375,0.4756626506024096
Legionellales,5,1.496266484260559,0.493012048192771
Legionellales,6,2.0338211059570312,0.513574297188755
Legionellales,7,2.88665509223938,0.5248192771084338
Legionellales,8,3.2377755641937256,0.5269879518072289
Legionellales,9,3.1944215297698975,0.5253815261044177
Legionellales,10,2.861032247543335,0.5230522088353413
Legionellales,11,2.38437557220459,0.5222489959839357
Legionellales,12,1.846444845199585,0.5180722891566265
Legionellales,13,1.4687175750732422,0.5086746987951807
Legionellales,14,1.371656894683838,0.5061847389558233
Legionellales,15,1.5940560102462769,0.4823293172690763
Legionellales,16,1.8257761001586912,0.4873092369477911
Legionellales,17,1.9753351211547852,0.4800803212851405
Legionellales,18,1.971157789230347,0.483293172690763
Legionellales,19,1.8490405082702637,0.4833734939759036
Legionellales,20,1.6334117650985718,0.4877108433734939
Yersinia pestis,1,9.708681106567385,0.4626486915146709
Yersinia pestis,2,7.2706828117370605,0.4626486915146709
Yersinia pestis,3,4.8761444091796875,0.4628072957969865
Yersinia pestis,4,2.7149274349212646,0.4637589214908802
Yersinia pestis,5,1.4654074907302856,0.4880253766851705
Yersinia pestis,6,2.051072120666504,0.5191118160190326
Yersinia pestis,7,2.9294936656951904,0.5308485329103886
Yersinia pestis,8,3.2455546855926514,0.5386201427438541
Yersinia pestis,9,3.1862218379974365,0.5362410785091197
Yersinia pestis,10,2.8677196502685547,0.5384615384615384
Yersinia pestis,11,2.3961031436920166,0.5286280729579699
Yersinia pestis,12,1.8478177785873413,0.5203806502775575
Yersinia pestis,13,1.476595163345337,0.5102299762093576
Campylobacter jejuni,1,9.87408447265625,0.2839322839322839
Campylobacter jejuni,2,7.423229694366455,0.2839322839322839
Campylobacter jejuni,3,4.985570907592773,0.2845262845262845
Campylobacter jejuni,4,2.7561545372009277,0.3035343035343035
Campylobacter jejuni,5,1.5033581256866455,0.4591624591624592
Campylobacter jejuni,6,2.031951427459717,0.6435996435996436
Campylobacter jejuni,7,2.8124186992645264,0.6917136917136917
Campylobacter jejuni,8,3.245828628540039,0.702999702999703
Campylobacter jejuni,9,3.219883441925049,0.7024057024057024
Campylobacter jejuni,10,2.85628342628479,0.7003267003267003
Campylobacter jejuni,11,2.334899425506592,0.6869616869616869
Campylobacter jejuni,12,1.7936856746673584,0.6504306504306504
Campylobacter jejuni,13,1.4554063081741333,0.5681615681615682
Campylobacter jejuni,14,1.3936262130737305,0.4808434808434808
Campylobacter jejuni,15,1.5918638706207275,0.3935253935253935
Campylobacter jejuni,16,1.823722243309021,0.3590733590733591
Campylobacter jejuni,17,1.9364598989486697,0.3356103356103356
Campylobacter jejuni,18,1.964737892150879,0.3353133353133353
Campylobacter jejuni,19,1.8751881122589111,0.3483813483813484
Campylobacter jejuni,20,1.5817941427230835,0.3736263736263736
Dengue virus,1,9.962450981140137,0.55735158766682
Dengue virus,2,7.458227634429932,0.5572940635066728
Dengue virus,3,5.003381252288818,0.5570064427059365
Dengue virus,4,2.8056933879852295,0.5495858260469397
Dengue virus,5,1.511833906173706,0.5063276576161988
Dengue virus,6,2.0510265827178955,0.4591578462954441
Dengue virus,7,2.972344875335694,0.4482282558674643
Dengue virus,8,3.3673484325408936,0.4440289921767142
Dengue virus,9,3.3291308879852295,0.4463299585826047
Dengue virus,10,3.0123825073242188,0.4465600552231937
Dengue virus,11,2.483867883682251,0.4512195121951219
Dengue virus,12,1.905534505844116,0.4627818683847216
Dengue virus,13,1.4992324113845823,0.4849861942015646
Dengue virus,14,1.447177529335022,0.5035664979291302
Dengue virus,15,1.6266489028930664,0.5315232397606995
Dengue virus,16,1.899143934249878,0.5419351127473538
Dengue virus,17,2.0316050052642822,0.5464219972388403
