,epoch,train_loss,train_acc
0,1,0.7321108877658844,0.6390473827834284
1,2,0.6585365533828735,0.6053088563631853
2,3,0.6385132670402527,0.5576779955346068
3,4,0.6307253837585449,0.40362193004217317
4,5,0.621881291270256,0.4157777226494666
5,6,0.6061769649386406,0.4857355494914413
6,7,0.5914860367774963,0.573554949144133
7,8,0.5765323340892792,0.6142396427685438
8,9,0.5628144964575768,0.602580004961548
9,10,0.551303006708622,0.5919126767551476
10,11,0.5440496206283569,0.5884395931530637
11,12,0.5374148637056351,0.59786653435872
12,13,0.5270945653319359,0.6182088811709253
13,14,0.5167852863669395,0.6271396675762838
14,15,0.5113820508122444,0.6283800545770281
15,16,0.506737232208252,0.6360704539816423
16,17,0.49774739146232605,0.6440089307864053
17,18,0.49133652448654175,0.6504589431902754
18,19,0.4848455637693405,0.6596378069957827
19,20,0.47686000913381577,0.6663358967998015
