pathogen,epoch,train_loss,train_acc
Mycobacterium leprae,7,0.6742935917741948,0.6166534786049059
Mycobacterium leprae,8,0.6741015539081094,0.6017408241524134
Mycobacterium leprae,9,0.6708005082874242,0.5513421389007244
Mycobacterium leprae,10,0.6713058301687472,0.6010712764014852
Mycobacterium leprae,11,0.6686449476028952,0.6209751049972609
Mycobacterium leprae,12,0.6671837606587916,0.6240793718424736
Mycobacterium leprae,13,0.666478480225993,0.6248706555481162
Mycobacterium leprae,14,0.6649054247657419,0.6252358634122588
Bunyaviricetes,1,0.7635896137715327,0.5702479338842975
Bunyaviricetes,2,0.6562536465816009,0.5757986924879733
Bunyaviricetes,3,0.6431326655123596,0.5849266066362403
Bunyaviricetes,4,0.6404604438611506,0.5903540150487233
Bunyaviricetes,5,0.6303974222502059,0.5882570617984458
Bunyaviricetes,6,0.6239740452352596,0.6004687307265326
Bunyaviricetes,7,0.6232595231523645,0.5992352288146047
Bunyaviricetes,8,0.6178045445057532,0.6049093376094733
Bunyaviricetes,9,0.6210885088471971,0.6023189835944246
