pathogen,checkpoint,model size,mode,loss,grad_norm,learning_rate,epoch,step,fold
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,0.5755541589525011,5.897027969360352,0.0001013888888888,2.0,144,2
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,0.4957102669609917,4.294803142547607,1.3888888888888887e-06,3.0,216,2
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,0.6419378916422526,7.876344680786133,0.0002013888888888,1.0,72,3
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,0.5708748499552408,1.3037574291229248,0.0001013888888888,2.0,144,3
Pasteurellaceae,esm2_t6_8M_UR50D,8M,full,0.5069115426805284,0.7877365946769714,1.3888888888888887e-06,3.0,216,3
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.654187266031901,3.2349002361297607,0.0002013333333333,1.0,75,1
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.59334716796875,2.176071882247925,0.0001013333333333,2.0,150,1
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.5538078816731771,1.1174473762512207,1.3333333333333332e-06,3.0,225,1
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.6469473308987088,0.9774485230445862,0.0002013888888888,1.0,72,2
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.5893821716308594,2.917983293533325,0.0001013888888888,2.0,144,2
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.5382877455817329,2.5212576389312744,1.3888888888888887e-06,3.0,216,2
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.6481568018595377,3.522033214569092,0.0002013888888888,1.0,72,3
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.5818601184421115,1.9069600105285645,0.0001013888888888,2.0,144,3
Pasteurellaceae,esm2_t30_150M_UR50D,150M,LoRA,0.5233457883199056,1.1335505247116089,1.3888888888888887e-06,3.0,216,3
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.6500218709309896,3.342912197113037,0.0002013333333333,1.0,75,1
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5887784830729167,1.7294375896453855,0.0001013333333333,2.0,150,1
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5509175109863281,0.921014666557312,1.3333333333333332e-06,3.0,225,1
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.6597701178656684,0.8781613707542419,0.0002013888888888,1.0,72,2
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5929079055786133,2.421278476715088,0.0001013888888888,2.0,144,2
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5585571395026313,1.9112755060195925,1.3888888888888887e-06,3.0,216,2
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.6588100327385796,3.5928635597229004,0.0002013888888888,1.0,72,3
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5787678824530708,2.116454839706421,0.0001013888888888,2.0,144,3
Pasteurellaceae,esm2_t12_35M_UR50D,35M,LoRA,0.5219080713060167,2.058241844177246,1.3888888888888887e-06,3.0,216,3
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.6615549214680989,2.7388646602630615,0.0002013333333333,1.0,75,1
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.6006063842773437,1.9066085815429688,0.0001013333333333,2.0,150,1
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.5627970377604167,1.3972499370574951,1.3333333333333332e-06,3.0,225,1
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.6705533663431803,0.8739966750144958,0.0002013888888888,1.0,72,2
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.589593145582411,2.449125051498413,0.0001013888888888,2.0,144,2
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.5508475833468967,1.9719079732894895,1.3888888888888887e-06,3.0,216,2
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.6678993437025282,2.7620723247528076,0.0002013888888888,1.0,72,3
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.5776600307888455,1.5352935791015625,0.0001013888888888,2.0,144,3
Pasteurellaceae,esm2_t6_8M_UR50D,8M,LoRA,0.5266615549723307,2.4591660499572754,1.3888888888888887e-06,3.0,216,3
Orthoparamyxovirinae,esm2_t33_650M_UR50D,650M,full,0.4199880086458646,4.12939977645874,0.0002002403846153,1.0,416,1
