,epoch,train_loss,train_acc
0,1,0.699834406375885,0.5134892086330936
1,2,0.6712188720703125,0.45885791366906475
2,3,0.6548527677853903,0.43907374100719426
3,4,0.6368142565091451,0.46155575539568344
4,5,0.6190562049547831,0.533498201438849
5,6,0.5976373056570689,0.60431654676259
6,7,0.5763930678367615,0.6281474820143885
7,8,0.5604733228683472,0.6301708633093526
8,9,0.5429135958353678,0.6279226618705036
9,10,0.5257204473018646,0.6384892086330936
10,11,0.5126942992210388,0.6483812949640287
11,12,0.5011898775895437,0.6504046762589928
12,13,0.4906381418307622,0.6553507194244604
13,14,0.4766441136598587,0.6558003597122302
14,15,0.4700505683819453,0.6596223021582733
15,16,0.461480975151062,0.6620953237410072
16,17,0.4498549550771713,0.6605215827338129
17,18,0.44611626366774243,0.6652428057553957
18,19,0.4366412510474523,0.6715377697841727
19,20,0.4301614811023076,0.6782823741007195
