,epoch,train_loss,train_acc
0,1,0.7023103535175323,0.5049038461538462
1,2,0.6786259055137634,0.3729807692307692
2,3,0.6668597459793091,0.4573076923076923
3,4,0.6545951664447784,0.5651923076923077
4,5,0.6408945262432099,0.5836538461538462
5,6,0.6270835936069489,0.6046153846153847
6,7,0.6132645845413208,0.6293269230769231
7,8,0.5996346890926361,0.646826923076923
8,9,0.5861114114522934,0.6578846153846154
9,10,0.5738732486963272,0.6696153846153846
10,11,0.5637378603219986,0.6791346153846154
11,12,0.5511701583862305,0.6894230769230769
12,13,0.5407860696315765,0.6997115384615384
13,14,0.5310789853334427,0.703076923076923
14,15,0.5221966654062271,0.7103846153846154
15,16,0.5139414519071579,0.7173076923076923
16,17,0.5042138367891311,0.7221153846153846
17,18,0.49811517596244814,0.7298076923076923
18,19,0.4905825525522232,0.734423076923077
19,20,0.48240713477134706,0.7374038461538461
