,epoch,train_loss,train_acc
0,1,10.03281021118164,0.31963734567901236
1,2,7.533387184143066,0.31963734567901236
2,3,5.1298136711120605,0.31963734567901236
3,4,2.8577358722686768,0.3306327160493827
4,5,1.5124311447143555,0.46739969135802467
5,6,2.0036368370056152,0.6189236111111112
6,7,2.875009298324585,0.6567322530864198
7,8,3.306795835494995,0.6698495370370371
8,9,3.3088183403015137,0.6717785493827161
9,10,2.9775493144989014,0.6657021604938271
10,11,2.4464268684387207,0.6497878086419753
11,12,1.924309253692627,0.6193094135802469
12,13,1.4870432615280151,0.5760995370370371
13,14,1.3935532569885254,0.49083719135802467
14,15,1.5643595457077026,0.42390046296296297
15,16,1.8200284242630005,0.38117283950617287
16,17,1.9887266159057617,0.36477623456790126
17,18,2.014343738555908,0.36140046296296297
18,19,1.865727186203003,0.37808641975308643
19,20,1.6847056150436401,0.3912037037037037
