Fold,Label,Prob,Preds
1,1,0.407123,0
1,1,0.40735963,0
1,1,0.43707988,0
1,1,0.43114233,0
1,1,0.42425227,0
1,1,0.48258233,0
1,1,0.47072524,0
1,1,0.42873973,0
1,1,0.25047767,0
1,1,0.21622966,0
1,1,0.21870278,0
1,1,0.2140748,0
1,1,0.2140748,0
1,1,0.2442587,0
1,1,0.24673261,0
1,1,0.24673261,0
1,1,0.21394333,0
1,1,0.2553523,0
1,1,0.2527647,0
1,1,0.26375902,0
1,1,0.33009824,0
1,1,0.33349836,0
1,1,0.33349836,0
1,1,0.35357043,0
1,1,0.39359704,0
1,1,0.38962153,0
1,1,0.33219942,0
1,1,0.3510678,0
1,1,0.42677388,0
1,1,0.42677388,0
1,1,0.39895996,0
1,1,0.3818053,0
1,1,0.36903113,0
1,1,0.39840892,0
1,1,0.36903113,0
1,1,0.35742617,0
1,1,0.25362092,0
1,1,0.30754495,0
1,1,0.36753172,0
1,1,0.37465855,0
1,1,0.3473984,0
1,1,0.35913673,0
1,1,0.3374265,0
1,1,0.39459175,0
1,1,0.4741159,0
1,1,0.44445914,0
1,1,0.45768276,0
1,1,0.42779237,0
1,1,0.45396832,0
1,1,0.43905774,0
1,1,0.42960617,0
1,1,0.44926354,0
1,1,0.4145586,0
1,1,0.41534108,0
1,1,0.41534108,0
1,1,0.37790012,0
1,1,0.29289147,0
1,1,0.28227434,0
1,1,0.27663034,0
1,1,0.2747045,0
1,1,0.26953128,0
1,1,0.2980687,0
1,1,0.26655513,0
1,1,0.23378997,0
1,1,0.24970955,0
1,1,0.24970955,0
1,1,0.30767474,0
1,1,0.33688357,0
1,1,0.37455666,0
1,1,0.37237075,0
1,1,0.41194007,0
1,1,0.44038287,0
1,1,0.3301457,0
1,1,0.3301457,0
1,1,0.3095743,0
1,1,0.3506155,0
1,1,0.36837494,0
1,1,0.36837494,0
1,1,0.39401227,0
1,1,0.3461622,0
1,1,0.3638473,0
1,1,0.33506045,0
1,1,0.32057625,0
1,1,0.32474065,0
1,1,0.31160775,0
1,1,0.31556046,0
1,1,0.29524124,0
1,1,0.28084043,0
1,1,0.23200111,0
1,1,0.38231394,0
1,1,0.42383653,0
1,1,0.4272666,0
1,1,0.4272666,0
1,1,0.4600552,0
1,1,0.40775988,0
1,1,0.42270756,0
1,1,0.39208585,0
1,1,0.42748037,0
1,1,0.37665525,0
1,1,0.3849943,0
1,1,0.40225935,0
1,1,0.39164826,0
1,1,0.38147214,0
1,1,0.32375032,0
1,1,0.35342628,0
1,1,0.36114448,0
1,1,0.34343848,0
1,1,0.33703658,0
1,1,0.3368366,0
1,1,0.3803181,0
1,1,0.31988856,0
1,1,0.33342373,0
1,1,0.33392394,0
1,1,0.3390712,0
1,1,0.30402142,0
1,1,0.30402142,0
1,1,0.32230607,0
1,1,0.3293992,0
1,1,0.3293992,0
1,1,0.31467903,0
1,1,0.33960536,0
1,1,0.3511268,0
1,1,0.3949186,0
1,1,0.40856743,0
1,1,0.38599023,0
1,1,0.4499504,0
1,1,0.41401508,0
1,1,0.41111943,0
1,1,0.45452204,0
1,1,0.48675832,0
1,1,0.52235913,1
1,1,0.5259374,1
1,1,0.53361833,1
1,1,0.58264595,1
1,1,0.6179605,1
1,1,0.6337992,1
1,1,0.4428779,0
1,1,0.47386172,0
1,1,0.4305398,0
1,1,0.3806092,0
1,1,0.34956798,0
1,1,0.37041476,0
1,1,0.39893824,0
1,1,0.41308185,0
1,0,0.34799096,0
1,0,0.33738807,0
1,0,0.37876993,0
1,0,0.31285095,0
1,0,0.29190177,0
1,1,0.3488975,0
1,1,0.34136385,0
1,1,0.34136385,0
1,1,0.32554013,0
1,1,0.28643134,0
1,1,0.24767669,0
1,1,0.2351102,0
1,1,0.22902058,0
1,1,0.19485413,0
1,1,0.20316331,0
1,1,0.22119498,0
1,1,0.20940955,0
1,1,0.21198404,0
1,1,0.24127512,0
1,1,0.22920625,0
1,1,0.23505533,0
1,1,0.22471246,0
1,0,0.42538303,0
1,0,0.41968906,0
1,0,0.42538303,0
1,0,0.3816176,0
1,0,0.33898258,0
1,0,0.30567628,0
1,0,0.31708696,0
1,0,0.34418702,0
1,0,0.35794672,0
1,0,0.29934347,0
1,0,0.31026474,0
1,0,0.35006055,0
1,0,0.28960228,0
1,0,0.27045837,0
1,1,0.3920213,0
1,1,0.40145233,0
1,1,0.39950264,0
1,1,0.37005165,0
1,1,0.3540175,0
1,1,0.34313363,0
1,1,0.34131616,0
1,1,0.33489418,0
1,1,0.338278,0
1,1,0.35273147,0
1,1,0.38446024,0
1,1,0.4054824,0
1,1,0.35724455,0
1,1,0.35724455,0
1,1,0.35046935,0
