loss,grad_norm,learning_rate,epoch,step,fold
0.6340324502242239,1.42595374584198,0.00020526315789473683,1.0,19,1
0.5652094389262953,1.097644567489624,0.00010526315789473682,2.0,38,1
0.5514074626721834,0.5858141779899597,5.263157894736841e-06,3.0,57,1
0.6154194937811958,4.56279182434082,0.00020555555555555556,1.0,18,2
0.5627603530883789,inf,0.00010555555555555555,2.0,36,2
0.5165760252210829,2.225382089614868,5.555555555555555e-06,3.0,54,2
0.5810960320865407,1.8167821168899536,0.00020588235294117645,1.0,17,3
0.5691956912769991,1.695908546447754,0.00010588235294117647,2.0,34,3
0.5589615877936868,0.9859219789505005,5.88235294117647e-06,3.0,51,3
