loss,grad_norm,learning_rate,epoch,step,fold
0.5483151987979287,0.6081396341323853,0.00020526315789473683,1.0,19,1
0.4452734495464124,3.5536839962005615,0.00010526315789473682,2.0,38,1
0.3725303850675884,0.7775195240974426,5.263157894736841e-06,3.0,57,1
0.7020395067003038,10.303532600402832,0.00020555555555555556,1.0,18,2
0.5001796616448296,5.545549392700195,0.00010555555555555555,2.0,36,2
0.3956308099958632,inf,5.555555555555555e-06,3.0,54,2
0.5688579783720129,1.9174208641052246,0.00020588235294117645,1.0,17,3
0.5707882151884192,3.532365560531616,0.00010588235294117647,2.0,34,3
0.5658669752233169,1.51497483253479,5.88235294117647e-06,3.0,51,3
