,epoch,train_loss,train_acc
0,1,0.6805572658777237,0.5519140273003371
1,2,0.6672385111451149,0.5642625905283183
2,3,0.6598765477538109,0.5659980642792778
3,4,0.6558724666635195,0.5675666655541834
4,5,0.6510627493262291,0.5715716049794747
5,6,0.6468160462876161,0.5755765444047659
6,7,0.6421591912706693,0.5814838300570704
7,8,0.637986042847236,0.5828188098655008
8,9,0.6355551878611246,0.586556753329106
9,10,0.6310655524333318,0.5900944498214464
10,11,0.6270584873855114,0.5928979074191503
11,12,0.6240006498992443,0.5967693488635984
12,13,0.6198443795243899,0.5997063044421453
13,14,0.6166550194223722,0.602943630477589
14,15,0.6129118278622627,0.604345359276441
