pathogen,checkpoint,model size,mode,loss,grad_norm,learning_rate,epoch,step
Neisseria gonorrhoeae,esm2_t6_8M_UR50D,8M,full,0.6523374047609839,7.607205390930176,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t6_8M_UR50D,8M,full,0.5745511574320273,3.8430850505828857,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,full,0.683671781332186,4.532384872436523,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,full,0.6581024320998995,9.542901992797852,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,full,0.5869823115887028,2.492611885070801,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,LoRA,0.6455483767065672,3.2334859371185303,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,LoRA,0.584243623336943,5.222322463989258,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,LoRA,0.5338311903547532,1.8288236856460571,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,LoRA,0.6303006162737855,5.059088230133057,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,LoRA,0.5545762317015392,7.433914184570312,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,LoRA,0.4717399672706528,1.4163419008255005,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,LoRA,0.6561142572081915,3.154358148574829,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,LoRA,0.5940966086812539,7.286748886108398,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t12_35M_UR50D,35M,LoRA,0.5528665674795018,2.4223830699920654,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t6_8M_UR50D,8M,LoRA,0.6607222604279471,3.859890937805176,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t6_8M_UR50D,8M,LoRA,0.5916730673006265,6.4563164710998535,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t6_8M_UR50D,8M,LoRA,0.5533942798576733,2.380286931991577,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,full,0.6752564836256575,5.681365489959717,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,full,0.6379425502059484,6.890366077423096,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t30_150M_UR50D,150M,full,0.575932757689221,1.6409977674484253,9.9009900990099e-07,3.0,303
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,full,0.7043938211875387,25.082624435424805,0.0002009900990099,1.0,101
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,full,0.7068597774694462,6.325016498565674,0.0001009900990099,2.0,202
Neisseria gonorrhoeae,esm2_t33_650M_UR50D,650M,full,0.6569630840037128,5.315784454345703,9.9009900990099e-07,3.0,303
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,full,0.5856085131245274,0.7256714701652527,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,full,0.5620928733579574,2.1463842391967773,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,full,0.5260876686342301,0.207190603017807,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,full,0.5817004788306451,0.2331309616565704,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,full,0.5474706465198148,3.6914660930633545,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,full,0.4853255979476436,2.874678611755371,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,LoRA,0.6602323593631867,0.8028050661087036,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,LoRA,0.5627536158407888,0.6481471061706543,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,LoRA,0.5509415903399068,0.4900059998035431,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,LoRA,0.6558972635576802,0.551478922367096,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,LoRA,0.5562510336599042,0.7392445206642151,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,LoRA,0.5348771002984816,0.4649654328823089,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,LoRA,0.6019738105035597,0.533333420753479,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,LoRA,0.5580823344569052,0.7213141322135925,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t12_35M_UR50D,35M,LoRA,0.5488195726948399,0.3671541512012481,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,LoRA,0.5911369939004222,0.6032560467720032,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,LoRA,0.5614129958614227,0.6925076246261597,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t6_8M_UR50D,8M,LoRA,0.5535565037881175,0.3531829118728637,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,full,0.5967893292826991,0.5662901997566223,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,full,0.5440095470797631,1.1129295825958252,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t30_150M_UR50D,150M,full,0.444625239218435,0.3273312747478485,3.225806451612903e-06,3.0,93
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,full,0.6202662068028604,0.6495482325553894,0.0002032258064516,1.0,31
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,full,0.5817964615360383,1.5889544486999512,0.0001032258064516,2.0,62
Mycobacterium leprae,esm2_t33_650M_UR50D,650M,full,0.5663667494250882,0.3527767658233642,3.225806451612903e-06,3.0,93
Bunyaviricetes,esm2_t6_8M_UR50D,8M,full,0.3716352181356461,1.912895441055298,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t6_8M_UR50D,8M,full,0.3223077742779841,0.5517540574073792,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t6_8M_UR50D,8M,full,0.2902738852579085,6.135510444641113,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t12_35M_UR50D,35M,full,0.3701841323102107,2.2557969093322754,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t12_35M_UR50D,35M,full,0.3238139543376985,1.377135992050171,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t12_35M_UR50D,35M,full,0.2879453565253586,0.7546284794807434,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t30_150M_UR50D,150M,LoRA,0.3659240535048187,1.2302706241607666,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t30_150M_UR50D,150M,LoRA,0.3166238440841925,1.362343668937683,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t30_150M_UR50D,150M,LoRA,0.2989764604412141,12.929129600524902,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t33_650M_UR50D,650M,LoRA,0.3647092600337794,0.8516443967819214,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t33_650M_UR50D,650M,LoRA,0.312220245111184,1.042873740196228,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t33_650M_UR50D,650M,LoRA,0.2881304318787622,2.2629950046539307,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t12_35M_UR50D,35M,LoRA,0.3667197931008261,1.251640558242798,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t12_35M_UR50D,35M,LoRA,0.3254319175344998,1.3535503149032593,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t12_35M_UR50D,35M,LoRA,0.3101002114718078,2.8014683723449707,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t6_8M_UR50D,8M,LoRA,0.3701756899474097,1.7946473360061646,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t6_8M_UR50D,8M,LoRA,0.3303545654797163,1.760892629623413,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t6_8M_UR50D,8M,LoRA,0.3199022949719038,1.4702203273773191,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t30_150M_UR50D,150M,full,0.3681295113485368,4.376709938049316,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t30_150M_UR50D,150M,full,0.3310158526311155,0.8086695671081543,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t30_150M_UR50D,150M,full,0.2939803014036085,4.482275009155273,2.0491803278688526e-07,3.0,1464
Bunyaviricetes,esm2_t33_650M_UR50D,650M,full,0.4042891205334272,1.216825008392334,0.0002002049180327,1.0,488
Bunyaviricetes,esm2_t33_650M_UR50D,650M,full,0.3503523654625064,0.7972919940948486,0.0001002049180327,2.0,976
Bunyaviricetes,esm2_t33_650M_UR50D,650M,full,0.3217944160836642,3.563852310180664,2.0491803278688526e-07,3.0,1464
