pathogen,checkpoint,model size,mode,loss,grad_norm,learning_rate,epoch,step
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,0.4198944870912889,0.6843966245651245,0.0002000432713111,1.0,2311
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,0.3738043342303115,0.1343806236982345,0.0001000432713111,2.0,4622
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,LoRA,0.3548089839946857,0.6667264103889465,4.3271311120726965e-08,3.0,6933
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,full,0.5379550988309985,0.929730236530304,0.0002000432713111,1.0,2311
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,full,0.4704029408433849,0.3342201113700866,0.0001000432713111,2.0,4622
Orthopoxvirus,prot_t5_xl_half_uniref50-enc,,full,0.4558420812655506,1.38025963306427,4.3271311120726965e-08,3.0,6933
