,epoch,train_loss,train_acc
0,1,0.749382476011912,0.5721672661870504
1,2,0.692028284072876,0.5836330935251799
2,3,0.687635064125061,0.4215377697841727
3,4,0.7037708759307861,0.4152428057553957
4,5,0.7033678094546,0.41569244604316546
5,6,0.6976375182469686,0.41839028776978415
6,7,0.6963511109352112,0.44514388489208634
7,8,0.6933275659879049,0.5141636690647482
8,9,0.6914867162704468,0.545863309352518
9,10,0.6893577575683594,0.5247302158273381
10,11,0.6891655127207438,0.48673561151079137
11,12,0.6885632673899332,0.45593525179856115
12,13,0.6876311500867208,0.4357014388489209
13,14,0.6903114318847656,0.43345323741007197
14,15,0.6906164288520813,0.43053057553956836
